Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest,taxonKey
Matricaria discoidea DC.,Asteraceae,gatkamomill,221702.0,Resident,Not Red-listed,4.0,10.4,2.0,4.0,4.0,3.0,8.0,5.0,7.0,5.0,6.0,8.0,5.0,2.0,4.0,9.0,1.0,0c,7.0,2.0,,3.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3103791
Matteuccia struthiopteris (L.) Tod.,Onocleaceae,strutbräken,220250.0,Resident,Not Red-listed,0.0,0,2.0,1.0,5.0,6.0,10.0,4.0,3.0,8.0,6.0,7.0,4.0,1.0,2.0,1.0,4.0,0b,12.0,5.0,,,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2650999
Medicago lupulina L.,Fabaceae,humlelusern,221254.0,Resident,Not Red-listed,0.0,0,5.0,3.0,9.0,1.0,4.0,5.0,6.0,3.0,7.0,4.0,3.0,2.0,5.0,4.0,3.0,0c,5.0,4.0,3,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,2,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2965201
Medicago minima (L.) Bartal.,Fabaceae,sandlusern,1023.0,Resident,VU,0.0,0,4.0,3.0,13.0,1.0,2.0,5.0,7.0,2.0,8.0,2.0,4.0,2.0,5.0,7.0,1.0,0c,6.0,3.0,3,3.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,6.0,4,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8073758
Medicago sativa ssp. falcata,Fabaceae,Gullusern,221245.0,Resident,Not Red-listed,0.0,0,5.0,5.0,11.0,2.0,4.0,6.0,6.0,2.0,7.0,3.0,3.0,2.0,4.0,2.0,4.0,2a,9.0,2.0,1,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,1,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2965357
Medicago sativa ssp. sativa,Fabaceae,Blålusern,221244.0,Resident,Not Red-listed,2.0,15.5,5.0,5.0,10.0,2.0,4.0,6.0,6.0,2.0,6.0,4.0,4.0,2.0,3.0,4.0,4.0,2a,8.0,1.0,1,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7068169
Medicago sativa ssp. x varia,Fabaceae,mellanlusern,224139.0,Resident,Not Red-listed,2.0,15.5,5.0,5.0,11.0,2.0,4.0,6.0,6.0,2.0,7.0,3.0,4.0,2.0,3.0,2.0,4.0,2a,8.0,1.0,1,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10040675
Melampyrum arvense L.,Orobanchaceae,pukvete,1028.0,Resident,Not Red-listed,1.0,4,2.0,4.0,12.0,3.0,4.0,7.0,7.0,2.0,8.0,2.0,4.0,1.0,3.0,7.0,1.0,2a,8.0,1.0,,2.0,Myr,0.0,C3,None,0.0,1.0,,0,0,0,0,0,0.0,2,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7331741
Melampyrum cristatum L.,Orobanchaceae,korskovall,1897.0,Resident,NT,0.0,0,2.0,4.0,10.0,4.0,6.0,7.0,5.0,3.0,7.0,2.0,3.0,1.0,5.0,4.0,1.0,1a,9.0,2.0,4,2.0,Myr,0.0,C3,None,0.0,1.0,,0,0,0,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,3725765
Melampyrum nemorosum L.,Orobanchaceae,natt och dag,221704.0,Resident,Not Red-listed,0.0,0,3.0,4.0,9.0,6.0,8.0,8.0,4.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,1.0,1a,8.0,1.0,,1.0,Myr,0.0,C3,None,0.0,1.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,7331666
Melampyrum pratense L.,Orobanchaceae,ängskovall,221705.0,Resident,Not Red-listed,0.0,0,3.0,4.0,4.0,4.0,9.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1a,7.0,2.0,4,1.0,Myr,0.0,C3,None,0.0,1.0,,1,0,0,1,0,0.0,0,0.0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,7693914
Melampyrum sylvaticum L.,Orobanchaceae,skogskovall,221706.0,Resident,Not Red-listed,0.0,0,3.0,4.0,4.0,5.0,10.0,6.0,3.0,4.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,1a,8.0,1.0,,1.0,Myr,0.0,C3,None,0.0,1.0,,0,0,0,0,0,0.0,0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,1,1,7331633
Melica ciliata L.,Poaceae,grusslok,222583.0,Resident,Not Red-listed,0.0,0,2.0,1.0,11.0,2.0,4.0,7.0,7.0,1.0,7.0,2.0,2.0,2.0,4.0,3.0,4.0,0b,,,2,1.0,AirP,0.0,C3,AM,0.0,0.0,,0,3,4,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2703124
Melica nutans L.,Poaceae,bergslok,222584.0,Resident,Not Red-listed,0.0,0,3.0,1.0,4.0,4.0,9.0,5.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,0b,6.0,3.0,2,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,1,1,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,0,1,4118973
Melica uniflora Retz.,Poaceae,lundslok,222586.0,Resident,Not Red-listed,0.0,0,3.0,1.0,11.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,1.0,4.0,0b,6.0,3.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,2,0,0,4116392
Melilotus albus Medik.,Fabaceae,vit sötväppling,221274.0,Resident,Not Red-listed,3.0,9.2,4.0,4.0,9.0,2.0,5.0,6.0,7.0,3.0,6.0,4.0,4.0,2.0,3.0,7.0,2.0,1a,8.0,1.0,3,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,1,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2971095
Melilotus altissimus Thuill.,Fabaceae,stor sötväppling,221275.0,Resident,Not Red-listed,1.0,4,3.0,4.0,9.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,3.0,2.0,7.0,2.0,1a,9.0,2.0,,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2971042
Melilotus dentatus (Waldst. & Kit.) Pers.,Fabaceae,strandsötväppling,1035.0,Resident,EN,0.0,0,3.0,4.0,11.0,6.0,7.0,7.0,7.0,6.0,7.0,5.0,4.0,4.0,5.0,7.0,2.0,1a,,,,,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971089
Melilotus officinalis (L.) Lam.,Fabaceae,gul sötväppling,221280.0,Resident,Not Red-listed,3.0,8,4.0,4.0,9.0,2.0,5.0,6.0,7.0,3.0,7.0,5.0,4.0,2.0,3.0,7.0,2.0,1a,9.0,2.0,3,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8193111
Melilotus wolgicus Poir.,Fabaceae,rysk sötväppling,221285.0,Resident,Not Red-listed,6.0,7.2,3.0,4.0,,,,,7.0,,7.0,5.0,4.0,2.0,3.0,8.0,2.0,1a,,,,,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2971068
Melissa officinalis L.,Lamiaceae,citronmeliss,221286.0,Non-resident,Not Red-listed,,,2.0,4.0,11.0,1.0,3.0,7.0,6.0,4.0,7.0,6.0,3.0,1.0,3.0,5.0,4.0,1a,11.0,4.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5341501
Mentha × gracilis Sole,Lamiaceae,ädelmynta,1038.0,Resident,EN,3.0,7.7,4.0,5.0,9.0,5.0,8.0,7.0,5.0,7.0,7.0,7.0,5.0,1.0,3.0,7.0,4.0,0a,13.0,6.0,X,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7923052
Mentha × piperita L.,Lamiaceae,pepparmynta,221709.0,Non-resident,Not Red-listed,,,4.0,5.0,12.0,1.0,2.0,6.0,6.0,6.0,7.0,7.0,5.0,2.0,3.0,7.0,4.0,0a,13.0,6.0,X,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8707933
Mentha × rotundifolia (L.) Huds.,Lamiaceae,äppelmynta,224286.0,Non-resident,Not Red-listed,,,4.0,5.0,12.0,2.0,3.0,4.0,6.0,7.0,7.0,7.0,5.0,2.0,3.0,4.0,4.0,0a,12.0,5.0,X,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8974899
Mentha × verticillata L.,Lamiaceae,kransmynta,221710.0,Resident,Not Red-listed,0.0,0,4.0,5.0,10.0,3.0,5.0,6.0,5.0,9.0,6.0,6.0,4.0,1.0,3.0,2.0,4.0,0a,11.0,4.0,X,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8172952
Mentha × villosa Huds.,Lamiaceae,hjärtmynta,224288.0,Resident,Not Red-listed,5.0,9.5,4.0,5.0,12.0,1.0,2.0,6.0,7.0,7.0,9.0,7.0,4.0,2.0,3.0,4.0,4.0,0a,,,X,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8004895
Mentha aquatica L.,Lamiaceae,vattenmynta,221711.0,Resident,Not Red-listed,0.0,0,4.0,5.0,10.0,2.0,4.0,5.0,5.0,9.0,7.0,7.0,5.0,2.0,3.0,1.0,4.0,2,11.0,4.0,3,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2927208
Mentha arvensis L.,Lamiaceae,åkermynta,221712.0,Resident,Not Red-listed,0.0,0,4.0,5.0,5.0,3.0,8.0,6.0,5.0,7.0,5.0,5.0,4.0,1.0,5.0,6.0,4.0,2,10.0,3.0,,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,0,0.0,0.0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2927192
Mentha longifolia (L.) Huds.,Lamiaceae,gråmynta,221713.0,Resident,Not Red-listed,3.0,7.7,4.0,5.0,13.0,1.0,2.0,3.0,7.0,7.0,7.0,8.0,5.0,2.0,3.0,4.0,4.0,2,12.0,5.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2927177
Mentha spicata L.,Lamiaceae,grönmynta,221715.0,Resident,Not Red-listed,2.0,9.2,4.0,5.0,12.0,2.0,3.0,7.0,7.0,5.0,6.0,7.0,4.0,2.0,3.0,4.0,4.0,2,12.0,5.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2927175
Mentha suaveolens Ehrh.,Lamiaceae,rundmynta,1037.0,Resident,Not Red-listed,4.0,7.2,4.0,5.0,13.0,2.0,3.0,5.0,6.0,7.0,7.0,7.0,5.0,2.0,3.0,7.0,4.0,2,12.0,5.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2927190
Menyanthes trifoliata L.,Menyanthaceae,vattenklöver,221717.0,Resident,Not Red-listed,0.0,0,2.0,4.0,3.0,3.0,9.0,5.0,5.0,10.0,5.0,4.0,2.0,1.0,5.0,1.0,4.0,1,6.0,3.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,1.0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5341511
Mercurialis annua L.,Euphorbiaceae,grenbingel,220252.0,Resident,Not Red-listed,1.0,4.4,2.0,1.0,13.0,1.0,2.0,5.0,7.0,3.0,7.0,7.0,5.0,1.0,1.0,9.0,1.0,0b,9.0,2.0,,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3062975
Mercurialis perennis L.,Euphorbiaceae,skogsbingel,221987.0,Resident,Not Red-listed,0.0,0,2.0,1.0,11.0,3.0,5.0,4.0,1.0,5.0,6.0,7.0,4.0,1.0,1.0,1.0,4.0,0b,3.0,6.0,4,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,2,0,0,3063016
Mertensia maritima (L.) Gray,Boraginaceae,ostronört,1039.0,Resident,CR,0.0,0,1.0,5.0,7.0,8.0,10.0,1.0,7.0,6.0,7.0,6.0,3.0,5.0,2.0,5.0,4.0,,,,3,,Passive,0.0,,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341246
Mertensia sibirica G. Don,Boraginaceae,storfjärva,266204.0,Resident,Not Red-listed,8.0,?,1.0,4.0,7.0,12.0,12.0,9.0,,,,,,1.0,,,4.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8009141
Meum athamanticum Jacq.,Apiaceae,björnrot,220817.0,Resident,Not Red-listed,6.0,3,2.0,6.0,8.0,4.0,7.0,1.0,6.0,4.0,5.0,6.0,3.0,2.0,3.0,4.0,4.0,2,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6026490
Micranthes foliolosa (R. Br.) Gornall,Saxifragaceae,groddbräcka,223382.0,Resident,Not Red-listed,0.0,0,1.0,,2.0,17.0,17.0,,5.0,8.0,6.0,,3.0,1.0,,7.0,4.0,0a,,,,,Passive,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5567695
Micranthes nivalis (L.) Small,Saxifragaceae,fjällbräcka,223387.0,Resident,Not Red-listed,0.0,0,1.0,,1.0,15.0,17.0,,6.0,4.0,7.0,,2.0,1.0,,7.0,4.0,,,,,4.0,Passive,0.0,C3,,0.0,0.0,,0,3,4,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5939583
"Micranthes stellaris (L.) Galasso, Banfi & Soldano",Saxifragaceae,stjärnbräcka,223393.0,Resident,Not Red-listed,0.0,0,1.0,,2.0,16.0,17.0,,5.0,8.0,5.0,,3.0,1.0,,7.0,4.0,,,,,,Passive,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5567578
Micranthes tenuis (Wahlenb.) Small,Saxifragaceae,spädbräcka,223394.0,Resident,Not Red-listed,0.0,0,1.0,,1.0,16.0,17.0,,5.0,7.0,7.0,,2.0,1.0,,7.0,4.0,,,,,1.0,Passive,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5567575
Milium effusum L.,Poaceae,hässlebrodd,219851.0,Resident,Not Red-listed,0.0,0,4.0,1.0,4.0,3.0,8.0,5.0,3.0,4.0,4.0,7.0,5.0,2.0,3.0,1.0,4.0,0b,7.0,2.0,2,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,0,2,2706196
Milium vernale M. Bieb.,Poaceae,sandbrodd,222588.0,Resident,EN,0.0,0,1.0,1.0,13.0,2.0,3.0,4.0,7.0,4.0,8.0,3.0,2.0,1.0,6.0,6.0,1.0,0b,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,10.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706195
Misopates orontium (L.) Raf.,Plantaginaceae,kalvnos,1060.0,Resident,NT,1.0,4,2.0,3.0,13.0,1.0,2.0,5.0,7.0,4.0,7.0,6.0,3.0,1.0,2.0,7.0,1.0,1a,10.0,3.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3171145
Moehringia lateriflora (L.) Fenzl,Caryophyllaceae,ryssnarv,1062.0,Resident,VU,0.0,0,1.0,3.0,6.0,10.0,12.0,9.0,4.0,7.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,0c,,,2,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,2,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3085371
Moehringia trinervia (L.) Clairv.,Caryophyllaceae,skogsnarv,220823.0,Resident,Not Red-listed,0.0,0,3.0,3.0,9.0,3.0,6.0,3.0,3.0,4.0,5.0,6.0,5.0,1.0,4.0,7.0,3.0,0c,5.0,4.0,,3.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,3085370
Molinia caerulea (L.) Moench,Poaceae,blåtåtel,220825.0,Resident,Not Red-listed,0.0,0,4.0,1.0,3.0,3.0,9.0,5.0,4.0,7.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,0b,11.0,4.0,1,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,1.0,1,1,0.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5289877
Molopospermum peleponnesiacum (L.) W. D. J. Koch,Apiaceae,alpkörvel,220826.0,Resident,Not Red-listed,6.0,16.4,1.0,7.0,11.0,4.0,6.0,5.0,4.0,3.0,6.0,5.0,3.0,1.0,4.0,3.0,4.0,2,,,4,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,9793492
Moneses uniflora (L.) A. Gray,Ericaceae,ögonpyrola,221725.0,Resident,Not Red-listed,0.0,0,1.0,1.0,5.0,4.0,9.0,6.0,2.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,4.0,1,8.0,1.0,,,AirD,0.0,C3,PyrM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,2,2888298
Monotropa hypopitys ssp. hypophegea,Ericaceae,Kal tallört,6002870.0,Resident,Not Red-listed,0.0,0,1.0,,8.0,3.0,6.0,4.0,2.0,5.0,7.0,2.0,1.0,1.0,3.0,1.0,4.0,1a,10.0,3.0,,,AirD,0.0,C3,MonM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,7721839
Monotropa hypopitys ssp. hypopitys,Ericaceae,vanlig tallört,224099.0,Resident,Not Red-listed,0.0,0,1.0,,8.0,3.0,6.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1a,10.0,3.0,,1.0,AirD,0.0,C3,MonM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,0,0,0,8254991
Montia arvensis Wallr.,Montiaceae,vårkällört,1064.0,Resident,Not Red-listed,0.0,0,1.0,3.0,13.0,4.0,5.0,4.0,7.0,5.0,6.0,5.0,3.0,2.0,5.0,7.0,1.0,0c,5.0,4.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,4,0,0,0,0.0,0,0.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7357900
Montia fontana L.,Montiaceae,källört,220828.0,Resident,Not Red-listed,0.0,0,1.0,3.0,5.0,2.0,7.0,5.0,6.0,7.0,4.0,5.0,3.0,2.0,6.0,7.0,1.0,0c,7.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,2,0,0.0,0.0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9004024
Muscari armeniacum Leichtlin ex Baker,Asparagaceae,armenisk pärlhyacint,223502.0,Resident,Not Red-listed,5.0,11.3,1.0,4.0,11.0,3.0,5.0,6.0,5.0,2.0,6.0,5.0,4.0,2.0,4.0,6.0,4.0,1a,4.0,5.0,3,,Passive,0.0,C3,AM,0.0,0.0,,0,0,3,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2772174
Muscari azureum Fenzl,Asparagaceae,dvärghyacint,219852.0,Resident,Not Red-listed,6.0,7.4,1.0,4.0,12.0,5.0,6.0,6.0,,3.0,6.0,,4.0,1.0,4.0,,4.0,1a,4.0,5.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2769622
Muscari botryoides (L.) Mill.,Asparagaceae,pärlhyacint,219853.0,Resident,Not Red-listed,2.0,7.7,1.0,4.0,9.0,3.0,6.0,4.0,5.0,4.0,6.0,6.0,4.0,1.0,4.0,5.0,4.0,1a,4.0,5.0,3,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2772094
